Initial Perceptron Parameter's Error Rate: 50.0% -> [17.008437309084, 208.88779723500056, -261.07086504651943]

    1-th training, ErrorRate: 50.0% -> [16.008437309084, 140.88779723500056, -278.4708650465194]
 2486-th training, ErrorRate: 45.0% -> [4.008437309084002, 172.58779723500072, -571.0708650465189]
 2487-th training, ErrorRate: 45.0% -> [4.008437309084002, 172.58779723500072, -571.0708650465189]
 2488-th training, ErrorRate: 45.0% -> [4.008437309084002, 172.58779723500072, -571.0708650465189]
 2489-th training, ErrorRate: 45.0% -> [4.008437309084002, 172.58779723500072, -571.0708650465189]
 2490-th training, ErrorRate: 45.0% -> [4.008437309084002, 172.58779723500072, -571.0708650465189]
 2491-th training, ErrorRate: 45.0% -> [4.008437309084002, 172.58779723500072, -571.0708650465189]
 2492-th training, ErrorRate: 45.0% -> [4.008437309084002, 172.58779723500072, -571.0708650465189]
 2493-th training, ErrorRate: 45.0% -> [4.008437309084002, 172.58779723500072, -571.0708650465189]
 2494-th training, ErrorRate: 45.0% -> [4.008437309084002, 172.58779723500072, -571.0708650465189]
 2495-th training, ErrorRate: 45.0% -> [4.008437309084002, 172.58779723500072, -571.0708650465189]
 2496-th training, ErrorRate: 45.0% -> [4.008437309084002, 172.58779723500072, -571.0708650465189]
 2497-th training, ErrorRate: 45.0% -> [4.008437309084002, 172.58779723500072, -571.0708650465189]
 2498-th training, ErrorRate: 45.0% -> [4.008437309084002, 172.58779723500072, -571.0708650465189]
 2499-th training, ErrorRate: 45.0% -> [4.008437309084002, 172.58779723500072, -571.0708650465189]
 2500-th training, ErrorRate: 45.0% -> [4.008437309084002, 172.58779723500072, -571.0708650465189]
 2501-th training, ErrorRate: 16.0% -> [3.0084373090840018, 104.58779723500072, -588.4708650465188]
 2502-th training, ErrorRate: 16.0% -> [3.0084373090840018, 104.58779723500072, -588.4708650465188]
 2503-th training, ErrorRate: 16.0% -> [3.0084373090840018, 104.58779723500072, -588.4708650465188]
 2504-th training, ErrorRate: 16.0% -> [3.0084373090840018, 104.58779723500072, -588.4708650465188]
 2505-th training, ErrorRate: 16.0% -> [3.0084373090840018, 104.58779723500072, -588.4708650465188]
 2506-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2507-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2508-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2509-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2510-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2511-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2512-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2513-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2514-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2515-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2516-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2517-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2518-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2519-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2520-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2521-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2522-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2523-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2524-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2525-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2526-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2527-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2528-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2529-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2530-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2531-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2532-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2533-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2534-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2535-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2536-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2537-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2538-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2539-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2540-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2541-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2542-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2543-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2544-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2545-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2546-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2547-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2548-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2549-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2550-th training, ErrorRate: 43.0% -> [2.0084373090840018, 24.487797235000727, -596.9708650465188]
 2551-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2552-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2553-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2554-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2555-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2556-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2557-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2558-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2559-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2560-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2561-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2562-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2563-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2564-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2565-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2566-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2567-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2568-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2569-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2570-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2571-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2572-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2573-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2574-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2575-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2576-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2577-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2578-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2579-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2580-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2581-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2582-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2583-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2584-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2585-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2586-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2587-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2588-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2589-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2590-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2591-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2592-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2593-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2594-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2595-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2596-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2597-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2598-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2599-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2600-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2601-th training, ErrorRate: 21.0% -> [3.0084373090840018, 131.98779723500073, -591.2708650465188]
 2602-th training, ErrorRate: 19.0% -> [2.0084373090840018, 67.18779723500073, -603.4708650465188]
 2603-th training, ErrorRate: 19.0% -> [2.0084373090840018, 67.18779723500073, -603.4708650465188]
 2604-th training, ErrorRate: 19.0% -> [2.0084373090840018, 67.18779723500073, -603.4708650465188]
 2605-th training, ErrorRate: 19.0% -> [2.0084373090840018, 67.18779723500073, -603.4708650465188]
 2606-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2607-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2608-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2609-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2610-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2611-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2612-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2613-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2614-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2615-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2616-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2617-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2618-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2619-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2620-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2621-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2622-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2623-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2624-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2625-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2626-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2627-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2628-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2629-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2630-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2631-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2632-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2633-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2634-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2635-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2636-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2637-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2638-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2639-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2640-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2641-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2642-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2643-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2644-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2645-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2646-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2647-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2648-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2649-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2650-th training, ErrorRate: 50.0% -> [1.0084373090840018, -12.912202764999265, -611.9708650465188]
 2651-th training, ErrorRate: 14.0% -> [2.0084373090840018, 94.58779723500074, -606.2708650465188]
 2652-th training, ErrorRate: 14.0% -> [2.0084373090840018, 94.58779723500074, -606.2708650465188]
 2653-th training, ErrorRate: 14.0% -> [2.0084373090840018, 94.58779723500074, -606.2708650465188]
 2654-th training, ErrorRate: 14.0% -> [2.0084373090840018, 94.58779723500074, -606.2708650465188]
 2655-th training, ErrorRate: 14.0% -> [2.0084373090840018, 94.58779723500074, -606.2708650465188]
 2656-th training, ErrorRate: 14.0% -> [2.0084373090840018, 94.58779723500074, -606.2708650465188]
 2657-th training, ErrorRate: 14.0% -> [2.0084373090840018, 94.58779723500074, -606.2708650465188]
